,RespondentKey,weight
0,RIX2471090283TF9JKAW,1.0135908738653634
1,JSPP471093256CTYUG6C,1.0189501548190698
2,T77W472530290YK0KLY5,0.9888845137908472
3,A2UQ472543233YQ48KNV,1.0079783952221713
4,85R6472541822TIQ0GQS,0.9397582319601816
5,ZYB6472535308UXOHWQF,0.9714689952898659
6,3YQI472567034YNALFGA,1.0210249514486334
7,PKOP472006570ANS3366,0.960056871543802
8,63KY472554747XNY8H5E,0.9770764751929325
9,89RC472585544JRSYEZD,0.9679763666484944
10,5WQK472607673HJN4MZE,0.9750758893395335
11,XMRR472599754QRL9O93,1.0135908738653634
12,RR3Z472605228IFEJRKC,1.020817744970267
13,OUDT472619629BPHFT3L,0.9581501342025932
14,VTC6472660082Q9VIRC6,0.9645914882657542
15,7I1P472663358HRRMB4T,0.9714689952898659
16,019T472676355RPLSANH,1.0006393095497692
17,MUGI472675187SU44R0V,1.00144863369885
18,62BT472605360RHHXKHN,1.0669667291818832
19,3JFS472686690RGBRK35,1.0233447119200154
20,RM81473290956V8UC34U,0.9889017115203618
21,8S2T473743899HV4HXGF,1.0068466495296082
22,MN9T473747193LUEMQLY,1.0801468017782063
23,0RTS473747860Q3NH3A2,0.9798903259754898
24,D6DK473750444R9E8562,1.0292018401604444
25,6EZX473750350U8HBFRG,0.9840429997818179
26,44KS473752114LM1KY7Q,1.0523457290488605
27,6B40473760180QDBUQKE,1.0068466495296082
28,5XXM473790326WP5YQ20,0.9889017115203618
29,HTM4473791822F6X6ZPC,0.9748780077491925
30,44PS473792556EERSVS8,0.9511152769381622
31,J97I473817585YJP4GKA,0.9762958702266502
32,69MX473827633MG4AKXE,1.0135908738653634
33,16ZM473829389B3V8J4M,1.0135908738653634
34,R76M473832394H9XOC4A,0.9730958188646943
35,BLYF473833949OY24PMA,0.9961987285597647
36,ETPU473838022X2DZGT4,1.009894246369614
37,K2HM473838099ACH27ZS,0.9961987285597647
38,9NW0473846095USN3PIL,0.9681728473376912
39,Q2HB473845740QPWK7V2,1.009461456129153
40,1MWG473846377MH26WXR,0.9762958702266502
41,1J4L473852838AA52G03,1.0033015942147352
42,IBQF473848251V3BRPVM,0.9961987285597647
43,TG8I473857487KSN11HV,1.0137966134271152
44,6NH4473856443TA9AETL,1.0096663574980806
45,MI7D473883952Y2PY8EL,0.9770594831129914
46,EVG6473887992C2J6OCP,0.9961987285597647
47,1LEE473893213P9D1YC7,0.9595436676624297
48,KPXD473893203PZ231OG,1.0990045553461767
49,TK1V473911039SX08E3N,0.9780556453404717
50,1GD9473921634ZDIFO3G,1.0549154911457181
51,2BKU473938430K8D94EX,1.0506177149406812
52,K1KS473940374BQ8FZOZ,1.0117365053037846
53,XO30473953395R8H5O6U,1.0068466495296082
54,WNFV471616936E4FHDI7,0.9051641533491004
55,3OEO473972245V3E4MF1,0.9762958702266502
56,PC83473875449UDI1APP,1.0593947227350347
57,ACZ9473078875R8VK11S,1.0258580319917703
58,4AMS473530643CPE3RU9,1.0096663574980806
59,KG6B473516306Z5ZJUZP,1.0233447119200154
60,X5XZ473506874PZ99SEL,0.9774783815326127
61,7F6Q471477018BV4GOLH,0.9834693993632103
62,HP28473478686OAU2FMT,1.1519668723257255
63,0Q81473474334HK4BXOL,1.0135908738653634
64,A4YT473435942PFC5WPY,0.9800339614989482
65,PFX6473431750JSKMGTR,0.9889017115203618
66,Z8OH473424818U7K6UV3,1.016658884615256
67,5EPE471698543FQO300U,1.0008424201916715
68,5RKY473419637L31NNKJ,1.0033015942147352
69,YJDO472522689TOHY6TG,1.0077738364077693
70,K30K472516240JWONC08,1.0082553952520807
71,CBNB472514325MFQ7BB1,1.0033015942147352
72,XCY9472510168WJKSAP9,1.0190321845194026
73,YOG8472194200UOX9JAH,0.9364557425211121
74,93XJ472173475K4VOQB6,0.9198540543753796
75,33VE472163755HIF32NJ,1.0010683174378519
76,NQ7D472163532P7MQY6M,1.0006393095497692
77,ZRT8472114086LBCZKVQ,0.9890852384340295
78,VPOT472105696W4SYGPC,1.026297851998418
79,0KA2471147690TUHQQ1J,1.0624370054742782
80,6WEQ472070801XZHIBYG,0.966385183884135
81,GT9U472054411WH1JEGL,1.015444224562
82,I71N472062312YGXXMJW,0.9889017115203618
83,VJZ8472038073PPIZCSF,0.9772578075011087
84,A4GD471948858VWKJLFR,1.0006393095497692
85,NXHE471979262BCA4V42,1.0488612901018686
86,Z06E471971360T1D0N90,0.9411250162392262
87,JTHA471961582NHTVQGJ,1.016658884615256
88,B485471930339BHA5F7U,1.016658884615256
89,LB1G471926247BWHRN22,0.9714689952898659
90,DAK8471923715V43LZN7,1.0135908738653634
91,4LAG471919137CW0O10T,0.9770764751929325
92,MXVD471454728PE5GIXX,1.01402543452676
93,99YI471726446SUCX8IQ,0.958156632382118
94,02B9471886005MFRWNUY,0.9834564114574654
95,KIK2471893863UON675O,0.9478352080546122
96,2ZKS471887808IOU61MG,0.9671410450959737
97,9RI8471889023BW0CQZ2,0.9939812622480573
98,BOWH471836910P41V6Y8,0.9762958702266502
99,ZINI471851474SB5TEY4,1.016658884615256
100,JKZK471847933ZFJY7Q1,1.020817744970267
101,6UUC471843229OHT4ZN7,1.009894246369614
102,2NNI471814688TO3Q16W,0.973172802658831
103,DZ45471814877IA8GW26,0.9645914882657542
104,P5A3471803999Q7SZSUA,1.0077738364077693
105,SYV2471474505BYXWM04,0.976494039615957
106,HVUI471429260ON1VR9X,1.0488612901018686
107,PLWH471745809ZC6H1MJ,0.9800339614989482
108,DVCY471742717FJNVMBE,0.9632008661855159
109,NDL5471665534MONN4NE,1.0331723675489384
110,EMUJ471717749EBZ6Y1P,0.9840258865488795
111,2DKG471694774G6OC9MU,0.9478352080546122
112,UBTI471696199AA8A0A5,0.9513083351486286
113,K8DU471694770O9HS87V,0.9748780077491925
114,0AB5471683602YZ5TURE,0.9832568291266367
115,VDY0471674199L98KTKL,0.9834693993632103
116,GP6H471682036H4XOHB3,0.9832568291266367
117,80GL471668929LQ90XU5,1.0190321845194026
118,O2PT471668407QLD6MT1,1.0137966134271152
119,UQ0T471634917GX7J50M,1.01402543452676
120,FI65471659886IER0IGP,0.9904815053006981
121,PCF9471655297PII7WWB,0.9513669179495984
122,ZJYU471640117TIWPNBT,0.9447120140335166
123,VSJV471637901IXFRW4I,1.015444224562
124,9RWL471631650NTDHY6Y,0.9904815053006981
125,1ZT3471608534V7WKBWR,1.016658884615256
126,PXKH471613878RH0PUTZ,0.9315551595813867
127,H8GL471608452P205T3R,1.0079783952221713
128,CJ8U471613934KD1UGTA,0.9834693993632103
129,GZB2471608116LT55WVR,0.9532601565589678
130,G8HT471594849QZN75ZP,1.0077738364077693
131,Q2EE471597437V2FWME2,1.016658884615256
132,R5YU471564904CE80YKZ,1.015444224562
133,QHZP471567984Z1IEEY0,0.9380239328453579
134,CD4Y471559198T8GVS3D,1.0077738364077693
135,Y0T6471511669KZ3WEJ8,1.0878482145593382
136,XJPW471497127LA87UUD,1.0331723675489384
137,R96K471470626LFNB8HR,1.0077738364077693
138,GAWG471465679MHGKCEO,1.0488612901018686
139,9CO9471456165UQBVGQ0,0.9767144412596219
140,CQ40471454298VYSWXZ6,1.0077738364077693
141,0FTF471442957N3Q6LET,1.0168652469245114
142,CETG471433028G0JT6SL,0.9834693993632103
143,PJD2471309197NHJ7T9K,1.0168652469245114
144,C6HX471391678JK3CKUE,0.9595436676624297
145,QD8H471399094Z72OX5M,0.9842256249836572
146,PZSU471388669JS6IVE5,0.9800339614989482
147,PJR4471382443PX23GLC,1.0414358849422929
148,J1KI471383184BCBWTR7,1.0077738364077693
149,8J8C471378871JHV5C53,1.0752953323214776
150,AJDA471365384I4SFFFZ,1.0488612901018686
151,HH10471363210BGA999V,1.0168652469245114
152,X6Z2471357001XH6NBHF,1.009461456129153
153,PW55471355054HQ44GNT,0.9992140954963229
154,CCGJ471340468NQH0ZUG,1.0581085862598447
155,G59C471347989HGOX569,0.995935229324174
156,B8Y9471344263S01J0OD,0.9411250162392262
157,EVRF471341627LOYC5FN,1.0027447080861582
158,XWAH471338929THOMI3M,1.0916920060145061
159,XU6Y471332252C8RZ5JY,0.966385183884135
160,CIQA471305407NED5QBF,1.009894246369614
161,5POI471301177J16QPSY,0.9800339614989482
162,ZU48471289493DGQQNQ4,1.0006393095497692
163,WFQS471284989QR1Q5UX,0.9834693993632103
164,JFHC471264794QSYOODX,1.1070650907549586
165,GTH3471241993ZUYNLG2,1.020817744970267
166,9Q81471239300YIZAFGY,0.9480111135752248
167,FQ0E471230799JL5ZEA2,0.9478352080546122
168,JW9J471227279YDIG8AP,1.0258580319917703
169,18YZ471224112AFV7O5C,1.0168652469245114
170,WN93471197558UFYXY5V,0.995952549672961
171,2EV6471160352UNLV621,1.0135908738653634
172,ODMU471160102KMPWLL2,1.0190321845194026
173,932Y471149743TGMPKM4,1.0878482145593382
174,86QF471144014SWXCBHJ,0.9485765603444973
175,GAAW471096605IWE1AGR,0.9842256249836572
176,OZ3A471092406NFZTGRU,1.0669481738441833
177,CFCM471066149DINWLRA,0.9888845137908472
178,N4U5471040258ICTTORP,0.9832568291266367
179,151W471033458HQUIU5O,1.016658884615256
180,FGZW471040564WEEVY6D,1.026297851998418
181,PSN9471028077SPRPPGU,0.995952549672961
182,L3QW471018663VUK1S7Q,1.0008424201916715
183,9TZK471013722OJKN0RD,1.009894246369614
184,T1YQ471016399DDZKQVB,0.9411250162392262
185,G6DK471010261GRS8LPV,0.9904815053006981
186,6G5K474205197TW24DAQ,0.9840258865488795
187,HHN7474098166K2XRU5F,0.9840429997818179
188,2PE2474037244U6QY3SP,0.9411086493816504
189,XFA2474081076P510Y04,0.9834693993632103
190,2NMG474052771M5WNNGJ,0.9478352080546122
