,RespondentKey,weight
0,RIX2471090283TF9JKAW,1.0164625313671674
1,JSPP471093256CTYUG6C,1.0201055890622317
2,T77W472530290YK0KLY5,0.9896459115325729
3,A2UQ472543233YQ48KNV,1.0100693463694936
4,85R6472541822TIQ0GQS,0.9406476098401927
5,ZYB6472535308UXOHWQF,0.9733615707989083
6,3YQI472567034YNALFGA,1.0237887663514402
7,PKOP472006570ANS3366,0.9605540885735567
8,63KY472554747XNY8H5E,0.9793763175190485
9,89RC472585544JRSYEZD,0.9691365351988162
10,5WQK472607673HJN4MZE,0.9761216642809109
11,XMRR472599754QRL9O93,1.0164625313671674
12,RR3Z472605228IFEJRKC,1.0239414897564374
13,OUDT472619629BPHFT3L,0.9595213898362989
14,VTC6472660082Q9VIRC6,0.9662520525710143
15,7I1P472663358HRRMB4T,0.9733615707989083
16,019T472676355RPLSANH,1.0028412875890806
17,MUGI472675187SU44R0V,1.0012473466020397
18,62BT472605360RHHXKHN,1.0699205650185037
19,3JFS472686690RGBRK35,1.005776275544855
20,RM81473290956V8UC34U,0.990990546540213
21,8S2T473743899HV4HXGF,1.0092560970508655
22,MN9T473747193LUEMQLY,1.0834165688595498
23,0RTS473747860Q3NH3A2,0.9804830693877364
24,D6DK473750444R9E8562,1.0300540039708266
25,6EZX473750350U8HBFRG,0.9865824018557804
26,44KS473752114LM1KY7Q,1.053144828159079
27,6B40473760180QDBUQKE,1.0092560970508655
28,5XXM473790326WP5YQ20,0.990990546540213
29,HTM4473791822F6X6ZPC,0.9762672769591878
30,44PS473792556EERSVS8,0.9505111004005129
31,J97I473817585YJP4GKA,0.9592624863754069
32,69MX473827633MG4AKXE,1.0164625313671674
33,16ZM473829389B3V8J4M,1.0164625313671674
34,R76M473832394H9XOC4A,0.9748180769086245
35,BLYF473833949OY24PMA,0.999027176094441
36,ETPU473838022X2DZGT4,1.011950161814966
37,K2HM473838099ACH27ZS,0.999027176094441
38,9NW0473846095USN3PIL,0.968991986088304
39,Q2HB473845740QPWK7V2,1.0117316830644554
40,1MWG473846377MH26WXR,0.9592624863754069
41,1J4L473852838AA52G03,1.0063778481056478
42,IBQF473848251V3BRPVM,0.999027176094441
43,TG8I473857487KSN11HV,1.0163109234673073
44,6NH4473856443TA9AETL,1.011580780782316
45,MI7D473883952Y2PY8EL,0.978047441389213
46,EVG6473887992C2J6OCP,0.999027176094441
47,1LEE473893213P9D1YC7,0.9428082819816082
